user_id,timestamp,group,landing_page,converted
763762,2017-01-23 10:44:46.231107,control,old_page,0
815704,2017-01-07 09:03:15.011730,control,old_page,1
792598,2017-01-03 18:06:56.155891,control,old_page,0
907665,2017-01-12 13:04:19.304099,control,old_page,0
688306,2017-01-07 16:27:22.854807,control,old_page,0
773637,2017-01-21 10:32:28.589141,control,old_page,0
944015,2017-01-15 18:05:30.249442,control,old_page,0
718805,2017-01-10 20:17:02.160675,control,old_page,0
659995,2017-01-13 10:33:10.476074,control,old_page,1
713027,2017-01-15 01:18:13.176877,control,old_page,0
812080,2017-01-06 21:33:29.075651,control,old_page,0
654187,2017-01-23 07:03:47.067564,control,old_page,0
763456,2017-01-11 02:23:29.197290,control,old_page,0
729001,2017-01-03 13:48:41.220141,control,old_page,0
892962,2017-01-22 12:44:01.563675,control,old_page,0
827848,2017-01-11 09:17:37.154192,control,old_page,0
904135,2017-01-17 05:29:56.432743,control,old_page,0
865534,2017-01-19 11:19:19.513847,control,old_page,0
724423,2017-01-24 09:38:09.672938,control,old_page,0
772213,2017-01-16 02:31:03.013033,control,old_page,0
721346,2017-01-10 03:46:19.196148,control,old_page,1
680198,2017-01-10 17:42:54.869278,control,old_page,0
864716,2017-01-12 21:43:00.738852,control,old_page,0
860584,2017-01-19 00:20:12.368010,control,old_page,0
934671,2017-01-18 12:50:07.847296,control,old_page,0
808106,2017-01-11 02:19:46.605231,control,old_page,0
784104,2017-01-13 10:09:36.507903,control,old_page,0
903871,2017-01-03 02:33:01.731191,control,old_page,0
845853,2017-01-07 22:23:25.930234,control,old_page,0
847718,2017-01-22 13:49:23.596100,control,old_page,0
778709,2017-01-20 07:58:57.048401,control,old_page,0
663998,2017-01-18 04:56:14.230158,control,old_page,0
691125,2017-01-03 08:51:21.410544,control,old_page,0
803710,2017-01-06 05:58:23.086095,control,old_page,0
863939,2017-01-06 07:58:41.836585,control,old_page,0
794326,2017-01-23 23:17:30.812601,control,old_page,0
639624,2017-01-09 07:22:12.967998,control,old_page,1
652036,2017-01-14 16:32:30.899513,control,new_page,0
945477,2017-01-17 12:08:22.181388,control,old_page,0
936834,2017-01-17 12:12:42.762145,control,old_page,0
647608,2017-01-03 17:16:03.939282,control,new_page,0
710784,2017-01-16 02:52:57.697776,control,old_page,0
765060,2017-01-08 00:27:57.266279,control,old_page,0
774592,2017-01-08 21:03:37.274677,control,old_page,0
907194,2017-01-09 10:14:58.798571,control,old_page,0
723746,2017-01-06 10:13:55.464489,control,old_page,0
902939,2017-01-14 19:55:03.894955,control,old_page,0
878247,2017-01-08 02:19:35.791104,control,old_page,1
862261,2017-01-14 17:33:36.767761,control,old_page,0
782734,2017-01-06 00:03:29.216956,control,old_page,0
878255,2017-01-14 07:29:21.021409,control,old_page,0
705068,2017-01-22 06:27:16.468549,control,old_page,0
707115,2017-01-16 13:17:58.392320,control,old_page,0
868385,2017-01-05 23:38:14.076807,control,old_page,0
864930,2017-01-08 06:03:19.925429,control,old_page,1
903812,2017-01-03 03:12:41.048038,control,old_page,0
704179,2017-01-16 12:04:49.947389,control,old_page,1
803329,2017-01-11 06:28:10.255623,control,old_page,1
748273,2017-01-04 03:11:05.137845,control,old_page,0
663392,2017-01-09 16:39:13.739895,control,old_page,0
676914,2017-01-10 15:51:39.864883,control,old_page,0
666685,2017-01-22 16:56:38.341966,control,old_page,0
840998,2017-01-03 05:42:08.432164,control,old_page,0
800075,2017-01-22 22:32:27.933008,control,old_page,0
848438,2017-01-02 14:52:58.880307,control,old_page,0
662973,2017-01-14 04:05:27.031097,control,old_page,0
889529,2017-01-17 17:12:41.839507,control,old_page,0
689865,2017-01-15 13:18:18.132859,control,old_page,0
888696,2017-01-20 14:13:06.695328,control,old_page,0
943804,2017-01-05 10:47:05.208753,control,old_page,0
865582,2017-01-18 21:40:02.922345,control,old_page,0
739444,2017-01-20 16:58:49.360673,control,old_page,0
766158,2017-01-18 04:53:52.124443,control,old_page,0
759931,2017-01-16 10:15:28.829246,control,old_page,1
863203,2017-01-08 03:57:50.481072,control,old_page,0
638522,2017-01-15 06:07:13.110557,control,old_page,0
859484,2017-01-19 08:41:25.723411,control,old_page,0
714073,2017-01-12 15:25:19.676243,control,old_page,1
915460,2017-01-13 09:24:17.926191,control,old_page,0
914196,2017-01-03 13:59:17.686105,control,old_page,0
662404,2017-01-06 01:40:18.618866,control,old_page,0
883496,2017-01-15 06:45:30.252501,control,old_page,0
804646,2017-01-21 05:56:26.195959,control,old_page,0
864440,2017-01-09 11:12:30.120881,control,old_page,1
647040,2017-01-12 16:48:02.819282,control,old_page,0
748536,2017-01-13 15:24:42.653242,control,old_page,0
767055,2017-01-12 17:20:09.838996,control,old_page,1
829876,2017-01-07 22:23:32.542307,control,old_page,0
634876,2017-01-08 00:46:00.486994,control,old_page,0
657945,2017-01-13 06:17:59.287416,control,old_page,1
755160,2017-01-09 01:17:44.917817,control,old_page,0
934747,2017-01-04 13:38:15.014119,control,old_page,0
869309,2017-01-10 13:20:42.292634,control,old_page,0
940933,2017-01-11 15:09:50.752924,control,old_page,0
748569,2017-01-16 07:48:51.980415,control,old_page,0
706002,2017-01-11 07:14:43.725446,control,old_page,0
655195,2017-01-03 02:14:57.269166,control,old_page,1
757191,2017-01-05 04:54:22.147984,control,old_page,0
771633,2017-01-13 05:16:11.811522,control,old_page,0
683354,2017-01-14 12:52:37.313367,control,old_page,0
781075,2017-01-14 05:50:25.027096,control,old_page,0
693995,2017-01-14 12:30:36.577701,control,old_page,0
935146,2017-01-12 17:29:14.734475,control,old_page,1
661410,2017-01-10 11:12:42.084471,control,old_page,0
769760,2017-01-09 17:57:30.310354,control,old_page,0
931941,2017-01-16 07:06:39.824256,control,old_page,0
736442,2017-01-17 17:34:19.896575,control,old_page,0
677205,2017-01-10 08:48:36.423056,control,old_page,0
885208,2017-01-05 06:52:46.433948,control,old_page,0
686270,2017-01-18 18:38:55.013448,control,old_page,0
849120,2017-01-21 01:59:02.397432,control,old_page,0
693933,2017-01-22 02:20:51.718518,control,old_page,0
854924,2017-01-13 05:09:45.522317,control,old_page,0
641265,2017-01-13 18:56:44.391791,control,old_page,1
822919,2017-01-02 20:34:05.089784,control,old_page,0
651448,2017-01-04 01:17:15.369131,control,old_page,0
860824,2017-01-16 06:16:54.195595,control,old_page,0
719424,2017-01-22 08:37:02.011586,control,old_page,0
860660,2017-01-12 20:37:31.457194,control,old_page,0
788134,2017-01-09 11:31:02.898204,control,old_page,0
903910,2017-01-12 22:29:13.147892,control,old_page,0
930683,2017-01-18 12:47:57.736879,control,old_page,0
748445,2017-01-13 13:27:39.163946,control,old_page,0
716791,2017-01-13 09:51:52.169959,control,old_page,0
875479,2017-01-19 17:40:26.434161,control,old_page,0
791927,2017-01-08 14:43:23.954672,control,old_page,0
755073,2017-01-19 22:21:43.094852,control,old_page,0
690480,2017-01-23 13:15:58.057606,control,old_page,0
635785,2017-01-22 09:16:32.722137,control,old_page,0
773878,2017-01-21 06:49:03.028234,control,old_page,0
717412,2017-01-12 04:07:45.467273,control,old_page,0
832529,2017-01-20 05:32:14.302929,control,old_page,0
645612,2017-01-16 05:10:36.938963,control,old_page,0
637895,2017-01-08 01:46:49.444322,control,old_page,0
902853,2017-01-07 00:57:04.293714,control,old_page,1
886987,2017-01-17 09:34:50.102792,control,old_page,0
927948,2017-01-20 08:55:32.742464,control,old_page,0
775207,2017-01-23 12:38:36.037832,control,old_page,0
698691,2017-01-23 12:17:32.393786,control,old_page,0
920460,2017-01-13 16:25:51.155376,control,old_page,0
845609,2017-01-20 07:46:49.583773,control,old_page,1
765666,2017-01-04 17:18:43.244653,control,old_page,0
752144,2017-01-04 11:55:56.571039,control,old_page,1
815710,2017-01-07 03:55:54.324964,control,old_page,0
808453,2017-01-15 02:35:47.736247,control,old_page,1
808973,2017-01-02 15:37:54.085774,control,new_page,0
889178,2017-01-04 14:55:41.257402,control,old_page,0
668429,2017-01-07 13:27:48.679073,control,old_page,0
911263,2017-01-14 17:39:04.327478,control,old_page,0
735792,2017-01-05 19:32:06.548576,control,old_page,0
643681,2017-01-21 15:38:22.530975,control,old_page,0
724619,2017-01-18 11:35:06.342622,control,old_page,0
655988,2017-01-13 03:33:29.912452,control,old_page,0
654242,2017-01-21 11:28:46.210620,control,old_page,0
736396,2017-01-11 21:24:43.464773,control,old_page,0
848542,2017-01-19 04:26:10.340294,control,old_page,0
909132,2017-01-12 18:02:13.160162,control,old_page,0
841046,2017-01-20 13:27:55.049090,control,old_page,1
934617,2017-01-17 21:53:45.224254,control,old_page,0
884212,2017-01-12 00:24:45.298785,control,old_page,0
815725,2017-01-19 16:06:16.877055,control,old_page,0
941285,2017-01-12 08:02:24.925873,control,old_page,0
633624,2017-01-22 08:08:18.116975,control,old_page,0
867259,2017-01-09 00:40:48.236687,control,old_page,0
831311,2017-01-19 14:00:44.455778,control,old_page,0
796001,2017-01-04 15:07:53.492842,control,old_page,1
704002,2017-01-14 13:47:57.373302,control,old_page,0
717734,2017-01-23 07:53:38.077435,control,old_page,0
808239,2017-01-07 08:01:38.866844,control,old_page,0
744226,2017-01-19 10:56:13.295470,control,old_page,0
673003,2017-01-10 03:46:15.561446,control,old_page,0
822405,2017-01-14 06:09:35.260929,control,old_page,1
893951,2017-01-06 14:47:02.028241,control,old_page,0
831227,2017-01-10 01:47:12.313796,control,old_page,0
792016,2017-01-03 05:12:44.169612,control,old_page,0
869980,2017-01-12 12:09:17.926290,control,old_page,0
682374,2017-01-10 01:43:08.907333,control,old_page,1
785465,2017-01-21 20:27:33.762062,control,old_page,0
705865,2017-01-16 22:03:17.414806,control,old_page,1
683579,2017-01-02 16:54:26.873774,control,old_page,0
774043,2017-01-12 06:48:15.894484,control,old_page,0
684070,2017-01-08 23:19:54.796381,control,new_page,0
916232,2017-01-13 04:10:22.691628,control,old_page,0
925726,2017-01-15 01:54:57.633715,control,old_page,0
724638,2017-01-11 09:57:35.733335,control,old_page,1
788532,2017-01-10 02:15:39.668540,control,old_page,0
900170,2017-01-07 07:33:03.780043,control,old_page,1
917823,2017-01-10 06:48:27.976281,control,old_page,0
893198,2017-01-19 23:22:35.365012,control,old_page,0
919039,2017-01-22 18:04:29.492183,control,old_page,0
897307,2017-01-24 10:59:09.109523,control,old_page,0
749993,2017-01-10 18:30:58.361053,control,old_page,0
872423,2017-01-17 22:05:57.283179,control,new_page,0
686617,2017-01-04 16:18:02.939658,control,old_page,0
898847,2017-01-13 09:59:23.438793,control,old_page,0
870305,2017-01-24 04:45:58.961266,control,old_page,0
642098,2017-01-03 15:02:36.548743,control,old_page,0
825340,2017-01-19 11:13:13.160540,control,old_page,0
820944,2017-01-17 13:00:02.541435,control,old_page,0
913229,2017-01-07 23:38:59.669031,control,old_page,0
846520,2017-01-10 04:16:18.886005,control,old_page,0
707685,2017-01-23 13:53:44.650915,control,old_page,0
646922,2017-01-04 01:09:35.544661,control,old_page,0
920888,2017-01-12 23:08:27.776727,control,old_page,0
892189,2017-01-21 22:09:13.324120,control,old_page,0
674305,2017-01-02 15:22:48.791896,control,old_page,0
653139,2017-01-07 00:02:43.193250,control,old_page,0
834893,2017-01-13 09:46:56.704216,control,old_page,0
857944,2017-01-10 12:15:22.151302,control,old_page,0
861789,2017-01-05 19:10:23.954129,control,old_page,0
679786,2017-01-23 18:57:22.762818,control,old_page,0
935928,2017-01-11 16:15:59.658089,control,old_page,0
774636,2017-01-21 07:37:07.258509,control,old_page,0
940146,2017-01-23 15:18:51.012620,control,old_page,0
858173,2017-01-13 09:41:42.435462,control,old_page,0
631195,2017-01-20 15:53:01.402296,control,old_page,0
632933,2017-01-08 12:03:27.865595,control,old_page,0
769340,2017-01-14 15:37:11.686736,control,old_page,1
872451,2017-01-15 03:33:37.607680,control,new_page,0
920142,2017-01-16 02:57:55.186320,control,old_page,0
855064,2017-01-11 18:22:29.451608,control,old_page,0
913573,2017-01-19 12:33:12.232899,control,old_page,0
785135,2017-01-21 08:07:23.388555,control,old_page,0
674030,2017-01-09 21:04:36.120146,control,old_page,0
939775,2017-01-18 11:26:17.854637,control,new_page,0
880569,2017-01-19 00:45:52.652563,control,old_page,0
693273,2017-01-13 22:23:36.263151,control,old_page,0
731127,2017-01-07 11:04:16.432512,control,old_page,1
934510,2017-01-10 23:56:59.883224,control,old_page,0
779993,2017-01-23 23:44:00.816544,control,old_page,0
663978,2017-01-16 04:42:01.474381,control,old_page,0
870512,2017-01-09 22:32:08.102445,control,old_page,0
838809,2017-01-09 02:42:48.727447,control,old_page,0
922669,2017-01-18 06:37:52.122920,control,old_page,0
876892,2017-01-21 05:11:28.070004,control,old_page,0
906503,2017-01-21 19:18:10.839734,control,old_page,0
815936,2017-01-06 11:08:59.030737,control,old_page,0
918684,2017-01-15 02:17:29.966228,control,old_page,0
763998,2017-01-08 14:10:16.756377,control,old_page,0
783880,2017-01-07 05:31:17.829491,control,old_page,0
831162,2017-01-04 09:19:48.737924,control,old_page,0
761806,2017-01-05 01:37:34.610231,control,old_page,0
842923,2017-01-07 23:06:52.432295,control,old_page,0
827967,2017-01-19 12:01:30.444496,control,old_page,0
680948,2017-01-22 05:02:08.510029,control,old_page,1
786428,2017-01-17 03:23:43.419641,control,old_page,0
672346,2017-01-14 09:55:10.162850,control,old_page,0
892522,2017-01-02 17:37:50.072546,control,old_page,0
873419,2017-01-06 22:51:54.516421,control,old_page,0
825840,2017-01-14 21:12:20.792797,control,old_page,0
732414,2017-01-04 01:12:38.948829,control,old_page,0
671854,2017-01-10 12:49:26.369173,control,old_page,0
931248,2017-01-22 15:23:38.272955,control,old_page,0
881429,2017-01-02 17:58:08.257522,control,old_page,0
858266,2017-01-09 11:46:43.465353,control,old_page,0
803958,2017-01-05 10:50:11.343912,control,old_page,1
636479,2017-01-14 21:19:56.551363,control,old_page,1
670545,2017-01-23 03:01:19.781404,control,old_page,0
786516,2017-01-19 06:56:37.059676,control,old_page,0
887887,2017-01-18 03:22:48.920740,control,old_page,0
910811,2017-01-17 03:45:38.148632,control,old_page,1
765988,2017-01-13 08:47:20.331791,control,old_page,0
799289,2017-01-14 23:54:03.975882,control,old_page,0
676199,2017-01-22 18:53:44.589045,control,old_page,1
742243,2017-01-17 02:10:44.509343,control,old_page,1
634897,2017-01-20 13:22:10.429845,control,old_page,1
907814,2017-01-21 06:37:30.866174,control,old_page,0
879712,2017-01-12 02:29:22.127964,control,old_page,0
787071,2017-01-19 15:39:47.260553,control,old_page,0
661445,2017-01-19 02:39:17.816408,control,old_page,0
692650,2017-01-05 14:59:31.327382,control,old_page,0
695201,2017-01-03 14:29:38.894354,control,old_page,0
863443,2017-01-24 03:19:16.499202,control,old_page,0
694628,2017-01-17 16:08:50.539348,control,old_page,0
668691,2017-01-18 18:00:17.882492,control,old_page,0
705779,2017-01-13 10:50:53.762284,control,old_page,0
739462,2017-01-23 21:07:46.545682,control,old_page,0
766729,2017-01-18 19:11:51.833769,control,old_page,0
763162,2017-01-17 02:00:45.151920,control,old_page,0
779959,2017-01-12 16:47:41.255863,control,old_page,0
931385,2017-01-22 00:38:27.326047,control,old_page,1
893954,2017-01-13 18:58:39.140635,control,old_page,0
703440,2017-01-18 22:32:47.727253,control,old_page,0
834939,2017-01-11 13:54:26.053566,control,old_page,0
787021,2017-01-02 22:52:06.602452,control,old_page,0
684329,2017-01-02 19:41:59.057992,control,old_page,1
873643,2017-01-12 10:09:17.287469,control,old_page,0
934228,2017-01-11 01:18:23.246366,control,old_page,1
842394,2017-01-08 03:37:38.248225,control,old_page,0
828172,2017-01-10 14:54:22.098194,control,old_page,0
857410,2017-01-07 22:41:52.399723,control,old_page,0
704541,2017-01-05 12:49:10.893195,control,old_page,0
798953,2017-01-12 22:45:42.009125,control,old_page,0
928599,2017-01-20 21:51:07.286860,control,old_page,0
707744,2017-01-07 11:45:19.714035,control,old_page,1
679916,2017-01-15 19:14:05.555948,control,old_page,0
772311,2017-01-04 17:45:13.440942,control,old_page,0
787709,2017-01-06 04:36:31.853308,control,old_page,0
762152,2017-01-10 11:43:31.172137,control,old_page,0
791253,2017-01-06 09:32:50.527148,control,old_page,0
828407,2017-01-08 22:49:17.019613,control,old_page,0
941446,2017-01-20 18:09:03.467213,control,old_page,0
697263,2017-01-13 06:41:27.307595,control,old_page,0
656427,2017-01-20 21:43:57.550200,control,old_page,0
807994,2017-01-02 14:29:44.770670,control,old_page,0
693359,2017-01-05 16:29:18.490913,control,old_page,1
867154,2017-01-07 06:45:13.924536,control,old_page,0
941132,2017-01-03 13:25:34.137126,control,old_page,0
653468,2017-01-17 12:11:39.590226,control,old_page,1
738227,2017-01-07 05:40:58.267655,control,old_page,0
844037,2017-01-23 20:57:28.743122,control,old_page,0
668416,2017-01-06 12:47:44.093071,control,old_page,0
760417,2017-01-19 03:14:08.542568,control,old_page,0
911521,2017-01-23 01:34:14.536870,control,old_page,1
839573,2017-01-06 19:29:04.404758,control,old_page,1
632956,2017-01-23 05:13:26.077570,control,old_page,1
667425,2017-01-06 00:05:23.600730,control,old_page,0
755914,2017-01-17 19:34:30.189231,control,old_page,0
853714,2017-01-15 14:32:21.660373,control,old_page,1
766501,2017-01-14 10:41:47.910191,control,old_page,0
691788,2017-01-10 11:47:18.641323,control,old_page,0
864439,2017-01-23 00:37:03.579913,control,old_page,0
808159,2017-01-19 08:51:42.994542,control,old_page,0
664107,2017-01-17 10:51:08.723040,control,old_page,0
854167,2017-01-11 20:55:34.026440,control,new_page,0
748790,2017-01-14 20:22:28.991143,control,old_page,0
871072,2017-01-16 11:10:56.736566,control,old_page,0
733960,2017-01-10 07:58:02.655319,control,old_page,1
717839,2017-01-12 03:58:39.437809,control,old_page,1
823499,2017-01-07 01:52:00.336205,control,old_page,0
739818,2017-01-21 21:17:56.318999,control,old_page,0
887567,2017-01-23 19:03:13.140516,control,old_page,1
777704,2017-01-11 22:14:11.763041,control,old_page,0
879175,2017-01-15 06:37:20.245349,control,old_page,0
828897,2017-01-05 04:38:17.124976,control,old_page,0
902402,2017-01-14 09:27:43.182031,control,old_page,0
892524,2017-01-02 21:37:03.651061,control,old_page,0
711705,2017-01-06 11:00:40.538482,control,old_page,0
725174,2017-01-22 21:57:16.360994,control,old_page,1
667310,2017-01-19 04:03:23.870413,control,old_page,0
887689,2017-01-20 14:00:13.809759,control,old_page,0
844668,2017-01-23 09:57:14.151020,control,old_page,1
866999,2017-01-10 01:07:50.010136,control,old_page,1
658050,2017-01-17 10:38:16.693348,control,old_page,0
833259,2017-01-13 22:00:00.697980,control,old_page,0
732875,2017-01-21 16:40:02.464779,control,old_page,0
710832,2017-01-18 18:58:06.996559,control,old_page,0
755976,2017-01-17 16:39:49.401477,control,old_page,0
670624,2017-01-03 16:33:36.821921,control,old_page,1
658570,2017-01-06 21:32:00.567114,control,old_page,0
753577,2017-01-19 01:50:14.498689,control,old_page,0
795561,2017-01-07 08:36:39.965265,control,old_page,1
766938,2017-01-09 19:03:21.028342,control,old_page,0
907653,2017-01-04 17:56:25.985442,control,old_page,0
789907,2017-01-21 16:43:03.821538,control,old_page,0
685399,2017-01-06 03:39:07.062906,control,old_page,0
663259,2017-01-23 08:53:23.860871,control,old_page,0
835665,2017-01-21 16:27:54.098777,control,old_page,0
742235,2017-01-17 10:29:32.058391,control,old_page,0
729401,2017-01-13 11:00:47.974460,control,old_page,0
921199,2017-01-06 18:40:56.817453,control,old_page,0
689271,2017-01-22 09:12:00.704869,control,old_page,0
898940,2017-01-24 00:44:02.158387,control,old_page,0
642987,2017-01-06 17:44:08.820273,control,old_page,0
694583,2017-01-05 10:25:24.612379,control,old_page,0
640921,2017-01-14 23:22:22.561324,control,old_page,0
660113,2017-01-11 15:52:41.692106,control,old_page,0
812538,2017-01-14 00:37:47.554489,control,old_page,0
686450,2017-01-09 03:02:58.874105,control,old_page,0
841884,2017-01-14 10:58:23.656843,control,old_page,0
850317,2017-01-07 09:44:11.134425,control,old_page,0
649744,2017-01-16 06:45:48.156523,control,old_page,0
707809,2017-01-13 03:58:29.483516,control,old_page,1
704073,2017-01-24 07:38:16.616507,control,old_page,0
701207,2017-01-21 09:54:50.535231,control,old_page,0
741607,2017-01-21 03:48:36.878719,control,old_page,0
832846,2017-01-24 00:41:15.298016,control,old_page,0
653945,2017-01-14 13:31:29.356939,control,old_page,0
818570,2017-01-23 01:44:23.102204,control,old_page,0
699426,2017-01-23 06:18:36.912839,control,old_page,0
656635,2017-01-21 04:06:25.450726,control,old_page,0
864700,2017-01-08 23:49:54.725520,control,old_page,0
779097,2017-01-22 08:50:40.754048,control,old_page,0
943200,2017-01-14 10:08:08.657867,control,old_page,0
846498,2017-01-02 17:26:12.556261,control,old_page,0
897595,2017-01-21 14:31:17.247555,control,old_page,1
930767,2017-01-08 05:34:23.176992,control,old_page,1
743471,2017-01-14 16:12:22.594637,control,old_page,0
864096,2017-01-13 01:56:26.842321,control,old_page,0
806320,2017-01-11 17:12:37.656289,control,old_page,0
889440,2017-01-21 13:09:00.928295,control,old_page,0
822186,2017-01-17 02:42:01.944610,control,old_page,0
934893,2017-01-03 19:33:28.683297,control,old_page,0
712832,2017-01-05 21:26:38.307211,control,old_page,0
803965,2017-01-11 22:38:22.410112,control,old_page,0
706760,2017-01-09 06:44:00.928670,control,old_page,1
691408,2017-01-15 04:48:39.095186,control,old_page,1
785724,2017-01-22 00:25:59.248334,control,old_page,0
879192,2017-01-20 13:32:24.277438,control,old_page,0
780111,2017-01-12 01:06:15.475831,control,old_page,0
851398,2017-01-13 21:58:17.785578,control,old_page,0
664636,2017-01-20 05:25:22.696078,control,old_page,0
885473,2017-01-08 12:28:43.323523,control,old_page,0
836029,2017-01-12 06:12:51.773467,control,old_page,0
816893,2017-01-10 02:36:35.600849,control,old_page,0
710847,2017-01-05 07:28:58.610052,control,old_page,0
868676,2017-01-07 15:37:39.796663,control,old_page,0
716960,2017-01-06 10:07:38.803772,control,old_page,0
802780,2017-01-17 01:25:24.852614,control,old_page,0
635079,2017-01-05 19:39:25.921645,control,old_page,0
653756,2017-01-15 01:30:11.681031,control,old_page,0
798830,2017-01-22 01:05:23.620693,control,old_page,0
815918,2017-01-12 06:37:28.084261,control,old_page,0
676900,2017-01-18 18:45:15.286808,control,old_page,0
733869,2017-01-03 11:42:15.061612,control,old_page,0
774875,2017-01-12 04:10:40.264376,control,old_page,0
849073,2017-01-22 04:05:48.804023,control,old_page,0
727952,2017-01-18 19:06:17.950122,control,old_page,0
862626,2017-01-05 09:23:13.734936,control,old_page,0
896221,2017-01-17 13:15:51.568792,control,old_page,1
908162,2017-01-07 16:21:37.312389,control,old_page,0
635175,2017-01-11 06:48:06.931808,control,old_page,1
887313,2017-01-09 06:47:32.674787,control,old_page,1
708513,2017-01-24 02:31:45.945976,control,old_page,0
658150,2017-01-03 01:03:04.653524,control,old_page,0
882214,2017-01-21 23:39:45.801915,control,old_page,0
639906,2017-01-18 14:10:19.856141,control,old_page,0
939714,2017-01-20 15:57:16.872432,control,old_page,0
812738,2017-01-16 16:40:16.704682,control,old_page,1
858313,2017-01-24 08:10:44.631646,control,old_page,0
899231,2017-01-20 20:50:56.400434,control,old_page,0
770664,2017-01-09 23:42:34.707154,control,old_page,0
733078,2017-01-03 19:42:22.933465,control,old_page,0
880143,2017-01-19 20:32:44.964318,control,old_page,0
815461,2017-01-06 21:13:56.982965,control,old_page,0
861415,2017-01-09 16:34:33.670719,control,old_page,0
828371,2017-01-23 21:19:56.822535,control,old_page,1
925018,2017-01-22 07:38:52.822013,control,old_page,0
688649,2017-01-04 15:33:26.363017,control,old_page,0
746452,2017-01-07 08:20:21.253004,control,old_page,0
805182,2017-01-14 05:29:08.765628,control,old_page,0
755014,2017-01-22 01:17:42.127682,control,old_page,0
873499,2017-01-18 10:39:54.832144,control,old_page,0
720944,2017-01-03 02:12:19.081557,control,old_page,0
816764,2017-01-14 07:19:01.916595,control,old_page,0
682008,2017-01-13 18:06:15.005792,control,old_page,0
